sample	strainID	genus	species	count	count.correct
HPevo3-d13	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo3-d13	HAMBI-1896	Sphingobacterium	spiritivorum	1	1
HPevo3-d13	HAMBI-1923	Myroides	odoratus	151	166
HPevo3-d13	HAMBI-1972	Aeromonas	caviae	36	27
HPevo3-d13	HAMBI-1977	Pseudomonas	chlororaphis	3308	4535
HPevo3-d13	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo3-d13	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo3-d13	HAMBI-2160	Bordetella	avium	0	0
HPevo3-d13	HAMBI-2164	Cupriavidus	necator	0	0
HPevo3-d13	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo3-d13	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo3-d13	HAMBI-2659	Stenotrophomonas	maltophilia	2445	3381
HPevo3-d13	HAMBI-2792	Moraxella	canis	0	0
HPevo3-d13	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo3-d13	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo3-d17	HAMBI-0006	Pseudomonas	putida	0	0
HPevo3-d17	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo3-d17	HAMBI-0105	Agrobacterium	tumefaciens	1	3
HPevo3-d17	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo3-d17	HAMBI-0403	Comamonas	testosteroni	2021	14708
HPevo3-d17	HAMBI-1279	Hafnia	alvei	1	1
HPevo3-d17	HAMBI-1287	Citrobacter	koseri	1246	605
HPevo3-d17	HAMBI-1292	Morganella	morganii	63463	33915
HPevo3-d17	HAMBI-1299	Kluyvera	intermedia	0	0
HPevo3-d17	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo3-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPevo3-d17	HAMBI-1923	Myroides	odoratus	12835	12965
HPevo3-d17	HAMBI-1972	Aeromonas	caviae	3733	2606
HPevo3-d17	HAMBI-1977	Pseudomonas	chlororaphis	32834	41331
HPevo3-d17	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo3-d17	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo3-d17	HAMBI-2160	Bordetella	avium	0	0
HPevo3-d17	HAMBI-2164	Cupriavidus	necator	0	0
HPevo3-d17	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo3-d17	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo3-d17	HAMBI-2659	Stenotrophomonas	maltophilia	37057	47056
HPevo3-d17	HAMBI-2792	Moraxella	canis	0	0
HPevo3-d17	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo3-d17	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo3-d21	HAMBI-0006	Pseudomonas	putida	1	0
HPevo3-d21	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo3-d21	HAMBI-0105	Agrobacterium	tumefaciens	3	10
HPevo3-d21	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo3-d21	HAMBI-0403	Comamonas	testosteroni	177	1287
HPevo3-d21	HAMBI-1279	Hafnia	alvei	1	1
HPevo3-d21	HAMBI-1287	Citrobacter	koseri	139	67
HPevo3-d21	HAMBI-1292	Morganella	morganii	5401	2883
HPevo3-d21	HAMBI-1299	Kluyvera	intermedia	0	0
HPevo3-d21	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo3-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPevo3-d21	HAMBI-1923	Myroides	odoratus	667	673
HPevo3-d21	HAMBI-1972	Aeromonas	caviae	59	41
HPevo3-d21	HAMBI-1977	Pseudomonas	chlororaphis	2782	3498
HPevo3-d21	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo3-d21	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo3-d21	HAMBI-2160	Bordetella	avium	0	0
HPevo3-d21	HAMBI-2164	Cupriavidus	necator	0	0
HPevo3-d21	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo3-d21	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo3-d21	HAMBI-2659	Stenotrophomonas	maltophilia	2862	3631
HPevo3-d21	HAMBI-2792	Moraxella	canis	0	0
HPevo3-d21	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo3-d21	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo3-d29	HAMBI-0006	Pseudomonas	putida	172	58
HPevo3-d29	HAMBI-0097	Acinetobacter	lwoffii	1	0
HPevo3-d29	HAMBI-0105	Agrobacterium	tumefaciens	631	1515
HPevo3-d29	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo3-d29	HAMBI-0403	Comamonas	testosteroni	3780	20373
HPevo3-d29	HAMBI-1279	Hafnia	alvei	52	27
HPevo3-d29	HAMBI-1287	Citrobacter	koseri	1531	551
HPevo3-d29	HAMBI-1292	Morganella	morganii	20730	8204
HPevo3-d29	HAMBI-1299	Kluyvera	intermedia	4	1
HPevo3-d29	HAMBI-1842	Sphingobium	yanoikuyae	1	0
HPevo3-d29	HAMBI-1896	Sphingobacterium	spiritivorum	3	3
HPevo3-d29	HAMBI-1923	Myroides	odoratus	4582	3428
HPevo3-d29	HAMBI-1972	Aeromonas	caviae	851	440
HPevo3-d29	HAMBI-1977	Pseudomonas	chlororaphis	16286	15182
HPevo3-d29	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo3-d29	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo3-d29	HAMBI-2160	Bordetella	avium	41	236
HPevo3-d29	HAMBI-2164	Cupriavidus	necator	0	0
HPevo3-d29	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo3-d29	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo3-d29	HAMBI-2659	Stenotrophomonas	maltophilia	22662	21311
HPevo3-d29	HAMBI-2792	Moraxella	canis	0	0
HPevo3-d29	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo3-d29	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo3-d45	HAMBI-0006	Pseudomonas	putida	0	0
HPevo3-d45	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo3-d45	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPevo3-d45	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo3-d45	HAMBI-0403	Comamonas	testosteroni	2057	11798
HPevo3-d45	HAMBI-1279	Hafnia	alvei	0	0
HPevo3-d45	HAMBI-1287	Citrobacter	koseri	1011	387
HPevo3-d45	HAMBI-1292	Morganella	morganii	15389	6481
HPevo3-d45	HAMBI-1299	Kluyvera	intermedia	0	0
HPevo3-d45	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo3-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPevo3-d45	HAMBI-1923	Myroides	odoratus	961	765
HPevo3-d45	HAMBI-1972	Aeromonas	caviae	4	2
HPevo3-d45	HAMBI-1977	Pseudomonas	chlororaphis	2094	2077
HPevo3-d45	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo3-d45	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo3-d45	HAMBI-2160	Bordetella	avium	0	0
HPevo3-d45	HAMBI-2164	Cupriavidus	necator	0	0
HPevo3-d45	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo3-d45	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo3-d45	HAMBI-2659	Stenotrophomonas	maltophilia	7865	7871
HPevo3-d45	HAMBI-2792	Moraxella	canis	0	0
HPevo3-d45	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo3-d45	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo3-d5	HAMBI-0006	Pseudomonas	putida	853	355
HPevo3-d5	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo3-d5	HAMBI-0105	Agrobacterium	tumefaciens	362	1066
HPevo3-d5	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo3-d5	HAMBI-0403	Comamonas	testosteroni	129	853
HPevo3-d5	HAMBI-1279	Hafnia	alvei	1087	683
HPevo3-d5	HAMBI-1287	Citrobacter	koseri	1369	604
HPevo3-d5	HAMBI-1292	Morganella	morganii	579	281
HPevo3-d5	HAMBI-1299	Kluyvera	intermedia	163	55
HPevo3-d5	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo3-d5	HAMBI-1896	Sphingobacterium	spiritivorum	46	49
HPevo3-d5	HAMBI-1923	Myroides	odoratus	915	840
HPevo3-d5	HAMBI-1972	Aeromonas	caviae	8	5
HPevo3-d5	HAMBI-1977	Pseudomonas	chlororaphis	1831	2094
HPevo3-d5	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo3-d5	HAMBI-2159	Paraburkholderia	caryophylli	1	1
HPevo3-d5	HAMBI-2160	Bordetella	avium	7	49
HPevo3-d5	HAMBI-2164	Cupriavidus	necator	0	0
HPevo3-d5	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo3-d5	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo3-d5	HAMBI-2659	Stenotrophomonas	maltophilia	2706	3122
HPevo3-d5	HAMBI-2792	Moraxella	canis	0	0
HPevo3-d5	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo3-d5	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo3-d61	HAMBI-0006	Pseudomonas	putida	0	0
HPevo3-d61	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo3-d61	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPevo3-d61	HAMBI-0262	Brevundimonas	bullata	1	70
HPevo3-d61	HAMBI-0403	Comamonas	testosteroni	3669	32170
HPevo3-d61	HAMBI-1279	Hafnia	alvei	1	1
HPevo3-d61	HAMBI-1287	Citrobacter	koseri	6114	3579
HPevo3-d61	HAMBI-1292	Morganella	morganii	262497	169002
HPevo3-d61	HAMBI-1299	Kluyvera	intermedia	0	0
HPevo3-d61	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo3-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPevo3-d61	HAMBI-1923	Myroides	odoratus	8281	10078
HPevo3-d61	HAMBI-1972	Aeromonas	caviae	230	193
HPevo3-d61	HAMBI-1977	Pseudomonas	chlororaphis	75408	114358
HPevo3-d61	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo3-d61	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo3-d61	HAMBI-2160	Bordetella	avium	0	0
HPevo3-d61	HAMBI-2164	Cupriavidus	necator	0	0
HPevo3-d61	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo3-d61	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo3-d61	HAMBI-2659	Stenotrophomonas	maltophilia	50487	77237
HPevo3-d61	HAMBI-2792	Moraxella	canis	0	0
HPevo3-d61	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo3-d61	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo3-d9	HAMBI-0006	Pseudomonas	putida	19	9
HPevo3-d9	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo3-d9	HAMBI-0105	Agrobacterium	tumefaciens	475	1550
HPevo3-d9	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo3-d9	HAMBI-0403	Comamonas	testosteroni	1530	11210
HPevo3-d9	HAMBI-1279	Hafnia	alvei	6898	4802
HPevo3-d9	HAMBI-1287	Citrobacter	koseri	13514	6610
HPevo3-d9	HAMBI-1292	Morganella	morganii	26047	14014
HPevo3-d9	HAMBI-1299	Kluyvera	intermedia	461	171
HPevo3-d9	HAMBI-1842	Sphingobium	yanoikuyae	1	0
HPevo3-d9	HAMBI-1896	Sphingobacterium	spiritivorum	19	22
HPevo3-d9	HAMBI-1923	Myroides	odoratus	1973	2007
HPevo3-d9	HAMBI-1972	Aeromonas	caviae	18	13
HPevo3-d9	HAMBI-1977	Pseudomonas	chlororaphis	24873	31522
HPevo3-d9	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo3-d9	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo3-d9	HAMBI-2160	Bordetella	avium	0	0
HPevo3-d9	HAMBI-2164	Cupriavidus	necator	0	0
HPevo3-d9	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo3-d9	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo3-d9	HAMBI-2659	Stenotrophomonas	maltophilia	14002	17901
HPevo3-d9	HAMBI-2792	Moraxella	canis	0	0
HPevo3-d9	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo3-d9	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo4-d13	HAMBI-0006	Pseudomonas	putida	1	0
HPevo4-d13	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo4-d13	HAMBI-0105	Agrobacterium	tumefaciens	11	38
HPevo4-d13	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo4-d13	HAMBI-0403	Comamonas	testosteroni	159	1221
HPevo4-d13	HAMBI-1279	Hafnia	alvei	121	88
HPevo4-d13	HAMBI-1287	Citrobacter	koseri	1549	794
HPevo4-d13	HAMBI-1292	Morganella	morganii	6486	3658
HPevo4-d13	HAMBI-1299	Kluyvera	intermedia	3	1
HPevo4-d13	HAMBI-1842	Sphingobium	yanoikuyae	1	0
HPevo4-d13	HAMBI-1896	Sphingobacterium	spiritivorum	3	4
HPevo4-d13	HAMBI-1923	Myroides	odoratus	397	423
HPevo4-d13	HAMBI-1972	Aeromonas	caviae	12	9
HPevo4-d13	HAMBI-1977	Pseudomonas	chlororaphis	3902	5183
HPevo4-d13	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo4-d13	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo4-d13	HAMBI-2160	Bordetella	avium	0	0
HPevo4-d13	HAMBI-2164	Cupriavidus	necator	0	0
HPevo4-d13	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo4-d13	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo4-d13	HAMBI-2659	Stenotrophomonas	maltophilia	3605	4831
HPevo4-d13	HAMBI-2792	Moraxella	canis	0	0
HPevo4-d13	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo4-d13	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo4-d17	HAMBI-0006	Pseudomonas	putida	0	0
HPevo4-d17	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo4-d17	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPevo4-d17	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo4-d17	HAMBI-0403	Comamonas	testosteroni	4422	24136
HPevo4-d17	HAMBI-1279	Hafnia	alvei	0	0
HPevo4-d17	HAMBI-1287	Citrobacter	koseri	702	256
HPevo4-d17	HAMBI-1292	Morganella	morganii	22467	9005
HPevo4-d17	HAMBI-1299	Kluyvera	intermedia	0	0
HPevo4-d17	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo4-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPevo4-d17	HAMBI-1923	Myroides	odoratus	4764	3609
HPevo4-d17	HAMBI-1972	Aeromonas	caviae	2946	1543
HPevo4-d17	HAMBI-1977	Pseudomonas	chlororaphis	27263	25738
HPevo4-d17	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo4-d17	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo4-d17	HAMBI-2160	Bordetella	avium	0	0
HPevo4-d17	HAMBI-2164	Cupriavidus	necator	0	0
HPevo4-d17	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo4-d17	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo4-d17	HAMBI-2659	Stenotrophomonas	maltophilia	36165	34442
HPevo4-d17	HAMBI-2792	Moraxella	canis	0	0
HPevo4-d17	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo4-d17	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo4-d21	HAMBI-0006	Pseudomonas	putida	0	0
HPevo4-d21	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo4-d21	HAMBI-0105	Agrobacterium	tumefaciens	1	3
HPevo4-d21	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo4-d21	HAMBI-0403	Comamonas	testosteroni	243	1748
HPevo4-d21	HAMBI-1279	Hafnia	alvei	3	2
HPevo4-d21	HAMBI-1287	Citrobacter	koseri	241	116
HPevo4-d21	HAMBI-1292	Morganella	morganii	7117	3760
HPevo4-d21	HAMBI-1299	Kluyvera	intermedia	0	0
HPevo4-d21	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo4-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPevo4-d21	HAMBI-1923	Myroides	odoratus	1387	1385
HPevo4-d21	HAMBI-1972	Aeromonas	caviae	301	208
HPevo4-d21	HAMBI-1977	Pseudomonas	chlororaphis	3556	4425
HPevo4-d21	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo4-d21	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo4-d21	HAMBI-2160	Bordetella	avium	0	0
HPevo4-d21	HAMBI-2164	Cupriavidus	necator	0	0
HPevo4-d21	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo4-d21	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo4-d21	HAMBI-2659	Stenotrophomonas	maltophilia	4714	5917
HPevo4-d21	HAMBI-2792	Moraxella	canis	0	0
HPevo4-d21	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo4-d21	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo4-d29	HAMBI-0006	Pseudomonas	putida	69	26
HPevo4-d29	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo4-d29	HAMBI-0105	Agrobacterium	tumefaciens	373	998
HPevo4-d29	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo4-d29	HAMBI-0403	Comamonas	testosteroni	1526	9168
HPevo4-d29	HAMBI-1279	Hafnia	alvei	25	14
HPevo4-d29	HAMBI-1287	Citrobacter	koseri	1002	402
HPevo4-d29	HAMBI-1292	Morganella	morganii	14286	6302
HPevo4-d29	HAMBI-1299	Kluyvera	intermedia	7	2
HPevo4-d29	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo4-d29	HAMBI-1896	Sphingobacterium	spiritivorum	4	4
HPevo4-d29	HAMBI-1923	Myroides	odoratus	2886	2407
HPevo4-d29	HAMBI-1972	Aeromonas	caviae	736	424
HPevo4-d29	HAMBI-1977	Pseudomonas	chlororaphis	10010	10401
HPevo4-d29	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo4-d29	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo4-d29	HAMBI-2160	Bordetella	avium	16	103
HPevo4-d29	HAMBI-2164	Cupriavidus	necator	0	0
HPevo4-d29	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo4-d29	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo4-d29	HAMBI-2659	Stenotrophomonas	maltophilia	14284	14973
HPevo4-d29	HAMBI-2792	Moraxella	canis	0	0
HPevo4-d29	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo4-d29	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo4-d45	HAMBI-0006	Pseudomonas	putida	0	0
HPevo4-d45	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo4-d45	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPevo4-d45	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo4-d45	HAMBI-0403	Comamonas	testosteroni	1012	6926
HPevo4-d45	HAMBI-1279	Hafnia	alvei	0	0
HPevo4-d45	HAMBI-1287	Citrobacter	koseri	875	400
HPevo4-d45	HAMBI-1292	Morganella	morganii	14008	7040
HPevo4-d45	HAMBI-1299	Kluyvera	intermedia	0	0
HPevo4-d45	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo4-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPevo4-d45	HAMBI-1923	Myroides	odoratus	1176	1117
HPevo4-d45	HAMBI-1972	Aeromonas	caviae	2	1
HPevo4-d45	HAMBI-1977	Pseudomonas	chlororaphis	2352	2784
HPevo4-d45	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo4-d45	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo4-d45	HAMBI-2160	Bordetella	avium	0	0
HPevo4-d45	HAMBI-2164	Cupriavidus	necator	0	0
HPevo4-d45	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo4-d45	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo4-d45	HAMBI-2659	Stenotrophomonas	maltophilia	5955	7111
HPevo4-d45	HAMBI-2792	Moraxella	canis	0	0
HPevo4-d45	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo4-d45	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo4-d5	HAMBI-0006	Pseudomonas	putida	271	108
HPevo4-d5	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo4-d5	HAMBI-0105	Agrobacterium	tumefaciens	419	1183
HPevo4-d5	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo4-d5	HAMBI-0403	Comamonas	testosteroni	100	634
HPevo4-d5	HAMBI-1279	Hafnia	alvei	921	555
HPevo4-d5	HAMBI-1287	Citrobacter	koseri	1455	616
HPevo4-d5	HAMBI-1292	Morganella	morganii	599	279
HPevo4-d5	HAMBI-1299	Kluyvera	intermedia	95	31
HPevo4-d5	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo4-d5	HAMBI-1896	Sphingobacterium	spiritivorum	78	79
HPevo4-d5	HAMBI-1923	Myroides	odoratus	947	834
HPevo4-d5	HAMBI-1972	Aeromonas	caviae	3	2
HPevo4-d5	HAMBI-1977	Pseudomonas	chlororaphis	1884	2067
HPevo4-d5	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo4-d5	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo4-d5	HAMBI-2160	Bordetella	avium	6	41
HPevo4-d5	HAMBI-2164	Cupriavidus	necator	0	0
HPevo4-d5	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo4-d5	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo4-d5	HAMBI-2659	Stenotrophomonas	maltophilia	3289	3639
HPevo4-d5	HAMBI-2792	Moraxella	canis	0	0
HPevo4-d5	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo4-d5	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo4-d61	HAMBI-0006	Pseudomonas	putida	1	1
HPevo4-d61	HAMBI-0097	Acinetobacter	lwoffii	1	0
HPevo4-d61	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPevo4-d61	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo4-d61	HAMBI-0403	Comamonas	testosteroni	247	2424
HPevo4-d61	HAMBI-1279	Hafnia	alvei	0	0
HPevo4-d61	HAMBI-1287	Citrobacter	koseri	915	599
HPevo4-d61	HAMBI-1292	Morganella	morganii	98630	71063
HPevo4-d61	HAMBI-1299	Kluyvera	intermedia	0	0
HPevo4-d61	HAMBI-1842	Sphingobium	yanoikuyae	4	0
HPevo4-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPevo4-d61	HAMBI-1923	Myroides	odoratus	6651	9058
HPevo4-d61	HAMBI-1972	Aeromonas	caviae	20	19
HPevo4-d61	HAMBI-1977	Pseudomonas	chlororaphis	20367	34566
HPevo4-d61	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo4-d61	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo4-d61	HAMBI-2160	Bordetella	avium	0	0
HPevo4-d61	HAMBI-2164	Cupriavidus	necator	0	0
HPevo4-d61	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo4-d61	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo4-d61	HAMBI-2659	Stenotrophomonas	maltophilia	12789	21895
HPevo4-d61	HAMBI-2792	Moraxella	canis	0	0
HPevo4-d61	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo4-d61	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo4-d9	HAMBI-0006	Pseudomonas	putida	17	7
HPevo4-d9	HAMBI-0097	Acinetobacter	lwoffii	2	0
HPevo4-d9	HAMBI-0105	Agrobacterium	tumefaciens	553	1626
HPevo4-d9	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo4-d9	HAMBI-0403	Comamonas	testosteroni	1500	9904
HPevo4-d9	HAMBI-1279	Hafnia	alvei	4105	2575
HPevo4-d9	HAMBI-1287	Citrobacter	koseri	7358	3243
HPevo4-d9	HAMBI-1292	Morganella	morganii	16435	7968
HPevo4-d9	HAMBI-1299	Kluyvera	intermedia	211	71
HPevo4-d9	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo4-d9	HAMBI-1896	Sphingobacterium	spiritivorum	14	15
HPevo4-d9	HAMBI-1923	Myroides	odoratus	1590	1457
HPevo4-d9	HAMBI-1972	Aeromonas	caviae	38	24
HPevo4-d9	HAMBI-1977	Pseudomonas	chlororaphis	17843	20377
HPevo4-d9	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo4-d9	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo4-d9	HAMBI-2160	Bordetella	avium	2	14
HPevo4-d9	HAMBI-2164	Cupriavidus	necator	0	0
HPevo4-d9	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo4-d9	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo4-d9	HAMBI-2659	Stenotrophomonas	maltophilia	15696	18082
HPevo4-d9	HAMBI-2792	Moraxella	canis	0	0
HPevo4-d9	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo4-d9	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo5-d13	HAMBI-0006	Pseudomonas	putida	3	1
HPevo5-d13	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo5-d13	HAMBI-0105	Agrobacterium	tumefaciens	22	73
HPevo5-d13	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo5-d13	HAMBI-0403	Comamonas	testosteroni	193	1439
HPevo5-d13	HAMBI-1279	Hafnia	alvei	197	140
HPevo5-d13	HAMBI-1287	Citrobacter	koseri	1959	975
HPevo5-d13	HAMBI-1292	Morganella	morganii	6751	3697
HPevo5-d13	HAMBI-1299	Kluyvera	intermedia	4	2
HPevo5-d13	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo5-d13	HAMBI-1896	Sphingobacterium	spiritivorum	2	2
HPevo5-d13	HAMBI-1923	Myroides	odoratus	344	356
HPevo5-d13	HAMBI-1972	Aeromonas	caviae	26	19
HPevo5-d13	HAMBI-1977	Pseudomonas	chlororaphis	4903	6325
HPevo5-d13	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo5-d13	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo5-d13	HAMBI-2160	Bordetella	avium	0	0
HPevo5-d13	HAMBI-2164	Cupriavidus	necator	0	0
HPevo5-d13	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo5-d13	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo5-d13	HAMBI-2659	Stenotrophomonas	maltophilia	4561	5935
HPevo5-d13	HAMBI-2792	Moraxella	canis	0	0
HPevo5-d13	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo5-d13	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo5-d17	HAMBI-0006	Pseudomonas	putida	0	0
HPevo5-d17	HAMBI-0097	Acinetobacter	lwoffii	0	0
